Church Name,City,State,Country,Phone,Email,Website,Church Admin Title,Church Admin Name,
Trinity Presbyterian Church,Lancaster,SC,United States ,423-3850809,trinityvwsc@gmail.com,trinityprespca.org,Rev,Chris Sewell ,
Friendship Presbyterian Church,Laurens,SC,United States ,864-575-2257,fpc@prtcnet.com,www.friendshippca.org,Rev,Robert D Cathcart Jr,
Covenant Community Church,Lexington,SC,United States ,803-359-7117,office@growingnewlives.org,www.growingnewlives.org,Rev,R Andrew Newell,
Lexington Presbyterian Church,Lexington,SC,United States ,803-359-9501,lexpres@lexpreschurch.com,www.lexpreschurch.com,Rev,H Curtis McDaniel Jr,
Rivercrest Presbyterian Church,Lexington,SC,United States ,803-920-8497,adam@rivercrestpca.org,www.rivercrestpca.org,Rev,James Adam Williams ,
Watershed Fellowship,Lexington,SC,United States ,803-738-5335,kevint@watershedfellowship.org,www.watershedfellowship.org,Rev,Kevin Wayne Thumpston ,
New Covenant Presbyterian Church,Manning,SC,United States ,803-696-4041,ncpcmanning@gmail.com,www.newcovenantmanning.com,Rev,Daniel Benjamin Miller ,
Olivet Presbyterian Church,McConnells,SC,United States ,803-693-4040,olivet_pca@bellsouth.net,www.olivetpca.org,Rev,John M McArthur Jr,
Center Point Presbyterian Church,Moore,SC,United States ,864-576-7617,cppc1090@att.net,-,Rev,Raymond A Hellings Sr,
Eastbridge Presbyterian Church,Mount Pleasant,SC,United States ,843-849-6111,office@eastbridge.org,www.eastbridge.org,Rev,Daniel Cohee ,
Mountville Presbyterian Church,Mountville,SC,United States ,-,Church1523@soapboxsuperapp.com,-,-, ,
Mullins Presbyterian Church,Mullins,SC,United States ,843-464-9593,mullinspresbyterian@outlook.com,www.mullinspres.com,Rev,Jason Elliott Brewer ,
Faith Presbyterian Church,Myrtle Beach,SC,United States ,843-449-7972,office@faithmyrtlebeach.org,www.faithmyrtlebeach.org,Rev,John Mark Irwin ,
Surfside Presbyterian Church,Myrtle Beach,SC,United States ,843-650-2020,office@surfsidepres.com,www.surfsidepca.com,Dr,Brian Joseph Peterson ,
Sardinia Presbyterian Church,New Zion,SC,United States ,803-473-4329,sardiniapca@gmail.com,sardiniapres.org,-, ,
Smyrna Presbyterian Church,Newberry,SC,United States ,803-276-3943,dan@smyrnanewberry.com,www.smyrnanewberry.com,Rev,Dan Ratchford ,
North Augusta Fellowship,North Augusta,SC,United States ,803-859-9058,info@northaugustafellowship.org,northaugustafellowship.org,Rev,Jason Cornwell ,
Two Rivers Presbyterian Church,North Charleston,SC,United States ,843-225-5790,info@tworiverspca.org,tworiverspca.org,Rev,Jeremy Mullen ,
Grace Coastal Presbyterian Church,Okatie,SC,United States ,8433795520,sheryl@gracecoastalchurch.com,gracecoastalchurch.com,-, ,
New City Fellowship Mission,Orangeburg,SC,United States ,803-997-0789,admin@newcityoburg.com,newcityoburg.com,Rev,John Paul Sibley ,
Trinity Presbyterian Church,Orangeburg,SC,United States ,803-531-1274,office@trinityorangeburg.com,www.trinityorangeburg.com,Rev,John Mark Patrick ,
Reidville Presbyterian Church,Reidville,SC,United States ,864-433-9965,reidvillepres@bellsouth.net,www.reidvillepreschurch.com,Rev,Duncan Hoopes ,
Aimwell Presbyterian Church,Ridgeway,SC,United States ,803-337-2386,contact@aimwellpca.com,www.aimwellpca.com,Rev,Erwin Threatt ,
Longtown Presbyterian Church,Ridgeway,SC,United States ,803-337-2391,Church1536@soapboxsuperapp.com,www.longtownpresbyterianchurch.com,Rev,James M Hope,
Hopewell Presbyterian Church,Rock Hill,SC,United States ,803-324-1066,hopewell@hopewellrockhill.org,hopewellrockhill.org,Rev,Jason Ryan Anderson ,
Westminster Presbyterian Church,Rock Hill,SC,United States ,803-366-3107,info@wpcgo.com,www.wpcgo.com,Dr,Michael W Honeycutt,
Mount Calvary Presbyterian Church,Roebuck,SC,United States ,864-576-6156,ruthie@mtcalvary.org,www.mtcalvary.org,Rev,Richard M Thomas,
Roebuck Presbyterian Church,Roebuck,SC,United States ,864-576-5717,church@roebuckpca.com,roebuckpca.com,Rev,Mark Kozak ,
Union Presbyterian Church,Salters,SC,United States ,843-387-5355,unionpres2@gmail.com,www.unionpressalters.com,Rev,Marty Hodge ,
Crossgate Church,Seneca,SC,United States ,864-886-8005,info@crossgatepca.org,www.crossgatepca.org,Rev,David Story ,
Oconee Presbyterian Church,Seneca,SC,United States ,864-882-8444,office@oconeepres.org,oconeepres.org,Rev,Scott Charles Cook ,
Bullock Creek Presbyterian Church,Sharon,SC,United States ,803-280-4618,craigmarshall@aol.com,www.BullockCreek.org,Rev,Craig G Marshall,
Christ Community Church,Simpsonville,SC,United States ,864-967-2815,admin@christcommunitychurchonline.org,www.christcommunitychurchonline.org,Rev,Paul Lambert Sanders ,
Palmetto Hills Presbyterian Church,Simpsonville,SC,United States ,864-963-9600,office@palmettohills.com,www.palmettohills.com,Rev,Joshua A Martin,
Woodruff Road Presbyterian Church,Simpsonville,SC,United States ,864-297-5257,office@woodruffroad.com,www.woodruffroad.com,Rev,Carl Robbins ,
Grace Presbyterian Church,Spartanburg,SC,United States ,864-381-7075,admin@gracespartanburg.com,www.gracespartanburg.com,Rev,Justin Kendrick ,
Powell Presbyterian Church,Spartanburg,SC,United States ,864-587-1486,powellpresbyterian@gmail.com,powellpresbyterianchurch.org,Rev,Bruce Tjelta ,
Providence Presbyterian Church,Spartanburg,SC,United States ,864-579-1665,providencespartanburg@gmail.com,www.providencepresbyterianchurch.com,Rev,Daniel C Coleman,
Hope Community Church PCA,Summerville,SC,United States ,843-695-7108,info@hopecanebay.com,www.hopecanebay.com,Rev,Nathan Bruce Francis ,
Oak Community Church,Summerville,SC,United States ,843-851-1900,office@oakbrookpca.org,www.oakpca.org,Rev,Mark W Turner,
Westminster Presbyterian Church,Sumter,SC,United States ,803-773-7235,office@westminsterpca.net,www.westminsterpca.net,Rev,Stuart Mizelle ,
Emmanuel Upstate Presbyterian Church,Taylors,SC,United States ,864-381-8062,info@emmanuelupstate.org,emmanuelupstate.org,Rev,William Castro ,
Redeemer Presbyterian Church,Travelers Rest,SC,United States ,864-610-9400,admin@redeemerpres.church,www.redeemerpres.church,Rev,Nick Turner ,
McCutchen Memorial Presbyterian Church,Union,SC,United States ,864-427-3391,Church1556@soapboxsuperapp.com,-,-, ,
Heritage Presbyterian Church,West Columbia,SC,United States ,803-791-1831,Church1557@soapboxsuperapp.com,www.heritagepca.com,Rev,James A Schirmer,
Lebanon Presbyterian Church,Winnsboro,SC,United States ,803-635-9202,lebanonpcainfo@gmail.com,www.lebanonpca.org,Rev,Matthew Coplin ,
Union Memorial Presbyterian Church,Winnsboro,SC,United States ,803-712-2220,Church1559@soapboxsuperapp.com,-,Rev,Louis Igou Hodges ,
Antioch Presbyterian Church,Woodruff,SC,United States ,864-670-9000,info@antiochpca.com,www.antiochpca.com,Rev,Zachary Groff ,
Filbert Presbyterian Church,York,SC,United States ,803-684-6881,filbertpca@comporium.net,www.filbertpca.org,Dr,David Sasser Hall ,
Reformed Presbyterian Church,Lemmon,SD,United States ,605-374-5580,rpclemmon@yahoo.com,www.facebook.com/rpclemmon,Rev,Spencer Allen ,
Lennox Ebenezer Presbyterian Church,Lennox,SD,United States ,605-647-2659,office@lennoxpca.org,www.lennoxpca.org,Rev,Ethan Sayler ,
Pollock Memorial Presbyterian Church,Pollock,SD,United States ,605-889-2830,fhaan@pollockpca.com,pollockpca.com,Rev,Floyd Alan Haan ,
Black Hills Community Church,Rapid City,SD,United States ,605-341-9090,sportart@aol.com,www.blackhillscommunitychurch.org,Rev,Arthur Sartorius ,
Grace Presbyterian Church,Sioux Falls,SD,United States ,605-201-6444,mark@graceforsiouxfalls.org,www.graceforsiouxfalls.org,Rev,J Mark Bertrand,
New Covenant Presbyterian Church,Spearfish,SD,United States ,605-642-1122,newcovenantspearfish@gmail.com,newcovenantspearfish.com,Rev,Luke Bluhm ,
Foothills Community Church,Sturgis,SD,United States ,605-347-8356,foothillsccpca@gmail.com,foothillsccpca.org,Rev,Jeffrey Neikirk ,
Living Hope Community Church,Tea,SD,United States ,605-498-5876,info@tealivinghope.org,www.tealivinghope.org,Rev,Wayne W Reed,
Redeemer Presbyterian Church in America,Athens,TN,United States ,423-920-1647,redeemerathenspca@gmail.com,redeemerathens.org,Rev,Curtis A Stapleton,
All Saints Presbyterian Church,Brentwood,TN,United States ,615-721-2570,info@allsaintspres.net,allsaintspres.net,Rev,Matthew Todd Bradley ,
Crossroads of the Nations,Brentwood,TN,United States ,-,info@crossroadsofthenations.org,www.crossroadsofthenations.org,Rev,Timothy Tan ,
Edgemont Presbyterian Church,Bristol,TN,United States ,423-652-2213,Church1573@soapboxsuperapp.com,www.edgemontpres.org,Rev,Aaron Bartmess ,
Walnut Hill Presbyterian Church,Bristol,TN,United States ,423-764-8729,walnuthillchurch@gmail.com,www.walnuthillchurch.org,Rev,J Andrew Moehn,
Covenant Presbyterian Church,Chattanooga,TN,United States ,423-899-5377,office@cpcchatt.org,www.cpcchatt.org,-, ,
East Ridge Presbyterian Church,Chattanooga,TN,United States ,423-867-7295,eastridgepres.office@gmail.com,eastridgepc.com,Rev,John Render Caines Jr ,
First Presbyterian Church,Chattanooga,TN,United States ,423-267-1206,office@1stpresbyterian.com,1stpresbyterian.com,Dr,Gabriel N E,
Highland Park Fellowship,Chattanooga,TN,United States ,423-225-2034,glen@hpfellowship.org,hpfellowship.org,Rev,Corby Shields ,
New City Fellowship,Chattanooga,TN,United States ,423-629-1421,info@newcityfellowship.com,www.newcityfellowship.com,Rev,Kevin M Smith,
New City Fellowship - East Lake,Chattanooga,TN,United States ,423-468-4499,office@newcityeastlake.com,newcityeastlake.com,-, ,
North Shore Fellowship,Chattanooga,TN,United States ,423-266-3757,office@nsfellowship.org,www.nsfellowship.org,Rev,Jason Hood ,
Red Bank Presbyterian Church,Chattanooga,TN,United States ,423-877-3414,rbpchurch@gmail.com,www.redbankpres.org,Rev,W Eric Duble,
Restoration Southside Church,Chattanooga,TN,United States ,4237797847,info@restorationsouthside.org,restorationsouthside.org,-, ,
St. Elmo Presbyterian Church,Chattanooga,TN,United States ,423-821-1424,danielfwells@gmail.com,stelmopres.org,Rev,Daniel Wells ,
Christ Presbyterian Church of Clarksville,Clarksville,TN,United States ,931-906-6650,cpcclarksville@gmail.com,www.clarksvillepca.org,Rev,Richard T Schwartz,
Journey Together Presbyterian Church,Clarksville,TN,United States ,931-360-0835,ok2hee1@gmail.com,-,Rev,Hee Il Lee ,
Trinity Presbyterian Church,Cleveland,TN,United States ,423-559-9595,trinity@trinityprescleveland.com,www.trinityprescleveland.com,Rev,Philip Caines ,
Trinity Church PCA,Collierville,TN,United States ,901-446-8244,questions@trinity901.com,www.trinity901.com,Dr,Hunter Townsend Brewer ,
Zion Presbyterian Church,Columbia,TN,United States ,931-381-1272,church.administrator@pcazion.org,zioncolumbia.org,-, ,
Grace Presbyterian Church,Cookeville,TN,United States ,931-537-6400,graceprescookeville@gmail.com,www.gracecookeville.org,Rev,Step Morgan ,
First Presbyterian Church,Crossville,TN,United States ,931-484-4644,office@firstprescrossville.org,www.firstprescrossville.org,Rev,Andy Aikens ,
Westminster Presbyterian Church,Dayton,TN,United States ,423-775-0879,carter@wpcdayton.org,www.wpcdayton.org,Rev,Carter A Johnson,
Redeemer Presbyterian Church,Dickson,TN,United States ,615-740-7898,email@rpcdickson.org,rpcdickson.org,Rev,Dr Neil Spence,
First Presbyterian Church at Dyersburg,Dyersburg,TN,United States ,731-285-6284,Church1594@soapboxsuperapp.com,fpcdyersburg.org,-, ,
Memorial Presbyterian Church,Elizabethton,TN,United States ,423-543-2711,memorialpca@gmail.com,memorialpca.com,Rev,Tim Mindemann ,
Christ Community Church,Franklin,TN,United States ,615-468-2200,info@christcommunity.org,www.christcommunity.org,Rev,Randy M Lovelace,
Cornerstone Presbyterian Church,Franklin,TN,United States ,615-618-4707,office@cstonepres.org,www.cornerstonepresfranklin.org,Rev,Nathan Shurden ,
Parish Presbyterian Church,Franklin,TN,United States ,615-574-1029,office@parishpres.org,www.parishpres.org,Rev,James Crampton ,
Riveroaks Reformed Presbyterian Church,Germantown,TN,United States ,901-755-7772,office@riveroakspca.org,www.RiveroaksPCA.org,Rev,J Thomas Lee Jr,
Faith Presbyterian Church,Goodlettsville,TN,United States ,615-859-1130,faithpres@faithprespca.org,www.faithprespca.org,Pastor John Artur dos Santos, ,
Meadow Creek Presbyterian Church,Greeneville,TN,United States ,423-609-3450,meadowcreekpca@gmail.com,meadowcreekpresbyterian.org,Rev,Richard V Steele,
West Hills Presbyterian Church,Harriman,TN,United States ,865-882-6640,harrimanpca@gmail.com,harrimanpca.net,Rev,Jeffrey D Jenkins,
Hickory Withe Presbyterian Church,Hickory Withe,TN,United States ,901-299-4025,dougpca@bellsouth.net,www.hwpca.org,Rev,Douglas M Barcroft,
Hixson Presbyterian Church,Hixson,TN,United States ,423-875-0616,contact@hixsonpres.org,www.hixsonpres.org,Rev,Robert J Johnson,
Covenant Presbyterian Church at Jackson,Jackson,TN,United States ,731-420-1214,info@cpcjackson.org,www.cpcjackson.org,Dr,Kevin Chiarot ,
Grace Presbyterian Church at Jackson,Jackson,TN,United States ,731-423-1537,jacksongracepca@gmail.com,www.jacksongracepca.com,Rev,Scott L Floyd,
Grace Presbyterian Church,Jasper,TN,United States ,423-718-0653,erik.gracejasper@gmail.com,www.gracejasper.org,Rev,Erik McDaniel ,
Christ Church,Johnson City,TN,United States ,828-808-0059,broberts@wpcjc.org,christchurchjonesborough.org/,Rev,Bobby T Roberts,
Christ Community Church,Johnson City,TN,United States ,423-823-4334,office@christcommunityjc.com,christcommunityjc.com,Rev,Jim Powell ,
Princeton Presbyterian Church,Johnson City,TN,United States ,423-282-3941,princetonpcajc@gmail.com,princetonjohnsoncity.org,-, ,
Westminster Presbyterian Church,Johnson City,TN,United States ,423-283-4643,info@wpcjc.org,www.wpcjc.org,Rev,Andrew Lee Wyatt ,
Midway Presbyterian Church,Jonesborough,TN,United States ,423-753-6941,midwaypca@comcast.net,www.midwaypca.com,Rev,L Ross Lindley,
Arcadia Presbyterian Church,Kingsport,TN,United States ,423-323-1444,info@arcadiapca.com,www.arcadiapca.com,-, ,
Westminster Presbyterian Church,Kingsport,TN,United States ,423-247-7341,Church1614@soapboxsuperapp.com,www.westminsterkpt.org,Rev,Jeremiah Mooney ,
Christ Church Presbyterian,Knoxville,TN,United States ,865-432-0060,office@cometochrist.church,cometochrist.church,Rev,John Blevins III ,
Christ Covenant Presbyterian Church,Knoxville,TN,United States ,865-671-1885,office@christcov.org,www.christcov.org,Rev,Seth Hammond ,
Ebenezer Presbyterian Church,Knoxville,TN,United States ,865-690-4821,ebenezerpca@comcast.net,ebenezerpca.org,-, ,
Korean Sarang Church of Knoxville,Knoxville,TN,United States ,865-360-2512,jesusl0v2@gmail.com,www.sarangknox.org,Rev,Jin Eun Jung ,
Redeemer Church of Knoxville,Knoxville,TN,United States ,865-524-4552,office@redeemerknoxville.org,www.redeemerknoxville.org,Rev,Shawn Slate ,
"Resurrection Presbyterian Church, Inc.",Knoxville,TN,United States ,-,info@resurrectionknoxville.com,www.resurrectionknoxville.com,Rev,Brent Harriman ,
West Hills Presbyterian Church,Knoxville,TN,United States ,865-693-2031,churchofficewhpc@gmail.com,www.whpca.net,Rev,John Eric McKenzie ,
Lookout Mountain Presbyterian Church,Lookout Mountain,TN,United States ,423-821-4528,info@lmpc.org,www.lmpc.org,Rev,Brian Salter ,
Christ the King Church,Louisville,TN,United States ,865-999-0346,pastornate@ctktn.org,ctktn.org,Rev,Nathanael Xanders ,
Trinity Presbyterian Church,Maryville,TN,United States ,865-268-5081,Church1624@soapboxsuperapp.com,www.trinitypcatn.org,Rev,Jonathan Brooks ,
Grace Community Church PCA,Memphis,TN,United States ,-,church.office@gccmemphis.com,gccmemphis.com,Rev,Ashley Dusenbery ,
Independent Presbyterian Church,Memphis,TN,United States ,901-685-8206,Church1626@soapboxsuperapp.com,www.ipcmemphis.org,Dr,Sean M Lucas,
Redeemer Presbyterian Church,Memphis,TN,United States ,901-721-8057,churchoffice@redeemermemphis.org,www.redeemermemphis.org,Rev,Matt Howell ,
Lakeway Presbyterian Church,Morristown,TN,United States ,865-237-1717,hello@lakewaypres.org,lakewaypres.org,Rev,Chris Talley ,
Hickory Grove Presbyterian Church,Mt. Juliet,TN,United States ,615-754-8337,office@hickorygrovepca.org,www.hickorygrovepca.org,Rev,Kenny Silva ,
Redeemer Church Murfreesboro,Murfreesboro,TN,United States ,615-796-5050,paul.boyd@redeemermurfreesboro.org,www.redeemermurfreesboro.org,Rev,Paul Boyd ,
Trinity Presbyterian Church,Murfreesboro,TN,United States ,615-895-2018,office@trinitymboro.com,www.trinitymboro.com,Rev,Mitchell Carter ,
Christ Presbyterian Church,Nashville,TN,United States ,615-373-2311,info@christpres.org,www.christpres.org,-, ,
City Church of East Nashville,Nashville,TN,United States ,615-307-0176,info@ccen.org,ccen.org,Rev,David Richter ,
Covenant Presbyterian Church,Nashville,TN,United States ,615-383-2206,communications@covenantpres.com,www.covenantpres.com,Rev,Charles Altman Scruggs IV ,
Midtown Fellowship Church,Nashville,TN,United States ,615-269-9015,office@midtownfellowship.org,www.midtownfellowship.org,Rev,Randy Draughon ,
Parks Church PCA,Nashville,TN,United States ,629-255-4437,info@parkschurchpca.com,parkschurchpca.com,Rev,Eric Ashley ,
West End Community Church,Nashville,TN,United States ,615-463-8497,Church1637@soapboxsuperapp.com,www.westendcommunitychurch.org,Rev,John Bourgeois IV ,
Fellowship Presbyterian Church,Newport,TN,United States ,423-623-8652,Church1638@soapboxsuperapp.com,-,Rev,David V Dupee,
Southpointe Community Church,Nolensville,TN,United States ,615-746-7722,info@spcommunity.org,spcommunity.org,Rev,Matt Ballard ,
Covenant Presbyterian Church,Oak Ridge,TN,United States ,865-483-9888,covprespca@gmail.com,www.covenant-pca.com,Rev,C N,
Grace+Peace Church Chattanooga,Ooltewah,TN,United States ,210-551-4492,benjie@gracepeacechurch.org,www.gracepeacechurch.org,Rev,Benjamin Slaton ,
Mercy Presbyterian Church,Primm Springs,TN,United States ,-,Church1642@soapboxsuperapp.com,-,-, ,
Evergreen Presbyterian Church,Sevierville,TN,United States ,865-281-1692,Church1643@soapboxsuperapp.com,www.evergreentn.com,-, ,
Mountain Fellowship,Signal Mountain,TN,United States ,423-713-7041,info@mtnfellowship.org,mtnfellowship.org,-, ,
Wayside Presbyterian Church,Signal Mountain,TN,United States ,423-886-1181,office@waysidechurch.org,www.waysidechurch.org,Rev,Brian Cosby ,
Woodlands Gathering,Soddy Daisy,TN,United States ,-,Church1646@soapboxsuperapp.com,woodlandsgathering.org,Rev,Gregory D Baney,
Christ Presbyterian Church of Fayette County,Somerville,TN,United States ,901-235-0848,kimberly.abernathy@cpcfayette.com,cpcfayette.com,Rev,Tyler Kenyon ,
Christ Presbyterian Church,Sweetwater,TN,United States ,423-337-5058,cpcsweetwater@gmail.com,www.cpcsweetwater.org,Rev,James Weston Alford ,
Grace Presbyterian Church,Troy,TN,United States ,731-592-2428,Church1649@soapboxsuperapp.com,www.graceunioncity.com,Rev,Steven C Wright,
Covenant Presbyterian Church,Tullahoma,TN,United States ,931-455-5446,assist.covenant.tullahoma@gmail.com,www.tullahomapca.org,Rev,Will Young ,
Cornerstone Presbyterian Church,Allen,TX,United States ,469-861-6868,mark@cpreschurch.com,cpreschurch.com/,Rev,Mark Evans ,
Redeemer Presbyterian Church,Amarillo,TX,United States ,806-358-9001,info@redeemeramarillo.com,www.redeemeramarillo.com,Rev,Dr Tyler Taber,
Grace and Peace Presbyterian Church,Anna,TX,United States ,972-924-7327,matt@graceandpeace-pca.org,www.graceandpeace-pca.org,Rev,Matthew Wood ,
Redeemer Arlington,Arlington,TX,United States ,817-261-8938,frontoffice@apcweb.org,redeemer817.org,-, ,
All Saints Presbyterian Church,Austin,TX,United States ,512-732-8383,office@allsaintsaustin.org,www.allsaintsaustin.org,Rev,Timothy S Frickenschmidt,
Austin Grace Presbyterian Church,Austin,TX,United States ,512-801-2876,gracechurch56@gmail.com,-,Rev,Byung Hak Choi ,
Christ the King Presbyterian Church Austin,Austin,TX,United States ,512-494-4173,info@ctkaustin.org,www.ctkaustin.org,-, ,
CrossPointe Church,Austin,TX,United States ,512-249-1006,admin@crosspointeaustin.org,www.crosspointeaustin.org,Rev,Steve C Johnson,
Grace+Peace Presbyterian Church of Austin,Austin,TX,United States ,512-537-6755,admin@graceandpeaceaustin.com,graceandpeaceaustin.com,Rev,John Sweet ,
Redeemer Presbyterian Church,Austin,TX,United States ,512-708-1232,redeemer@redeemerpres.org,www.redeemerpres.org,Rev,Eric Landry ,
Resurrection Presbyterian Church,Austin,TX,United States ,773-726-8121 or 512-732-8383,info@resurrectionaustin.org,resurrectionaustin.org,Rev,Adam Radcliff ,
Reformed Presbyterian Church,Beaumont,TX,United States ,409-898-3558,rpc@rpcbmt.org,www.rpcbmt.org,Rev,Mark J Blalack,
Riverside Church,Beaumont,TX,United States ,409-234-9345,josh.rieger@riversidetx.org,www.riversidetx.org,Rev,Joshua Michael Rieger ,
Trinity Presbyterian Church,Boerne,TX,United States ,830-815-1212,info@trinityboerne.org,www.trinityboerne.org,Dr,Allen R Taha,
New Somang Presbyterian Church,Bryan,TX,United States ,979-229-6307,sawkim1948@gmail.com,www.newsomang.net,Rev,Sung Soo Kim ,
Westminster Presbyterian Church,Bryan,TX,United States ,979-776-1185,secretary@wpc-bryan.org,www.wpc-bryan.org,Rev,Wade Francis Coleman ,
Dallas Dream Church,Carrollton,TX,United States ,469-546-5552,dallasdreamch@gmail.com,dallasdream.org,Rev,Sung Eun Yoon ,
Hope Presbyterian Church of Dallas,Carrollton,TX,United States ,972-446-3477,Church1668@soapboxsuperapp.com,-,Rev,Gu Kwang Lee ,
Metrocrest Presbyterian Church,Carrollton,TX,United States ,972-394-1122,admin@metrocrestchurch.org,www.metrocrestchurch.org,Rev,William Terry Lovell ,
Sung San Presbyterian Mission,Carrollton,TX,United States ,972-416-8954,Church1670@soapboxsuperapp.com,-,Rev,Duk Soo Bang ,
Emmanuel Presbyterian Church,Cedar Park,TX,United States ,512-690-2577,gward@emmanuelcedarpark.church,www.emmanuelcedarpark.church/,Rev,Gregory Allen Ward ,
New City Presbyterian Church,Celina,TX,United States ,256-714-9588,jake@newcitypres.org,newcitypres.org,Rev,Jake R Patton,
Redeemer Presbyterian Church,College Station,TX,United States ,979-676-2850,ben@redeemercs.org,www.redeemercs.org,Rev,Ben Michael Hailey ,
Colleyville Presbyterian Church,Colleyville,TX,United States ,817-498-2626,josh@cpcpca.org,www.cpcpca.org,Rev,Josh Anderson ,
Korean Grace Presbyterian Church of Corpus Christi,Corpus Christi,TX,United States ,213-271-7986,polycarp2030@gmail.com,-,Rev,Sunggu Won ,
Southside Community Church,Corpus Christi,TX,United States ,361-992-4977,office@southsidepca.org,www.southsidepca.org,Rev,Robert H Bailey Jr,
King's Cross Church,Cypress,TX,United States ,832-247-0423,clerkofsession@kingscrosscypress.org,kingscrosscypress.org,-, ,
Tree of Life Church,Cypress,TX,United States ,832-993-8829,jasonjang74@gmail.com,-,Rev,Suyoung Jang ,
Bethel Church PCA,Dallas,TX,United States ,972-248-4401,bethel-church@att.net,www.bethelchurchpca.org,Rev,Anton Heuss ,
Cristo Rey,Dallas,TX,United States ,214-654-0945,cristorey.calebdunn@gmail.com,www.cristoreypca.org,Rev,Caleb Dunn ,
El Buen Pastor,Dallas,TX,United States ,214-243-9321,jahazielct@elbuenpastorpca.org,www.elbuenpastorpca.org/,Rev,Jahaziel Cantu ,
Lakewood Presbyterian Church,Dallas,TX,United States ,214-321-2864,allthewayhome@sbcglobal.net,lakewoodpres.com/,Rev,Brad C Denton,
Mercy Presbyterian Church,Dallas,TX,United States ,972-685-9003,church@mercydallas.com,www.mercydallas.com,Rev,Doug Tharp ,
New City Fellowship Dallas,Dallas,TX,United States ,336-409-9463,robbie.mills@newcitydallas.org,www.newcitydallas.org,-, ,
New Covenant Presbyterian Church,Dallas,TX,United States ,214-321-6435,ncpcdallas@aol.com,www.ncpcdallas.org,Rev,Dr Paul A,
New St. Peter's Presbyterian Church,Dallas,TX,United States ,214-438-0120,info@newstpeters.org,www.newstpeters.org,Rev,Alex Dean ,
Park Cities Presbyterian Church,Dallas,TX,United States ,214-224-2500,melody.hallman@pcpc.org,www.pcpc.org,Rev,Mark Davis ,
Providence Presbyterian Church,Dallas,TX,United States ,214-270-1220,office@providencedallas.com,www.providencedallas.com,Rev,David C Rea,
Denton Presbyterian Church,Denton,TX,United States ,912-690-4379,robert.wagner9@gmail.com,www.dentonpresbyterian.com,Rev,Robert A Wagner,
Dios Con Nosotros Iglesia Presbiteriana,Edinburg,TX,United States ,956-586-3925,pedro.guzman.reyna@gmail.com,-,Rev,Pedro Guzman ,
Christ the King Presbyterian Church,El Paso,TX,United States ,915-585-2264,office@ctkpca.com,www.ctkpca.com,Rev,Dawson Hunt ,
New City Fellowship El Paso,El Paso,TX,United States ,915-258-5213,jeff@newcityep.com,newcityep.com,Rev,Jeffrey Douglas White ,
Fort Worth Presbyterian Church,Fort Worth,TX,United States ,817-731-3300,fwpca@fortworthpca.org,www.fortworthpca.org,Rev,Brandon Eggar ,
Grace Community Presbyterian Church,Fort Worth,TX,United States ,817-847-7766,gcpcfw@gmail.com,www.gcpcfw.org,Rev,Kyle Oliphint ,
Trinity Presbyterian,Fort Worth,TX,United States ,682-703-2120,admin@trinitypresfw.org,www.trinitypresfw.org,Rev,Brian Charles Davis ,
Christ Community Church in Frisco,Frisco,TX,United States ,469-200-3442,info@cccfrisco.org,www.cccfrisco.org,Rev,Patrick N Poteet,
Westminster Presbyterian Church,Gainesville,TX,United States ,940-665-5164,Church1697@soapboxsuperapp.com,www.wpcgtx.org,Rev,Darrell G McIntyre,
Christ Presbyterian Church of Georgetown,Georgetown,TX,United States ,512-966-9644,office@cpcgeorgetown.org,www.cpcgeorgetown.org,-, ,
Covenant Presbyterian Church,Harlingen,TX,United States ,956-425-3136,pastor@covenantrgv.org,covenantrgv.org,Rev,Italo Furieri ,
Advent Presbyterian Church of Houston,Houston,TX,United States ,713-907-4404,taylor.leachman@adventpres.org,www.adventpres.org,Rev,Taylor Leachman ,
Christ Presbyterian Church,Houston,TX,United States ,713-526-1188,clerk@cpchouston.org,www.cpchouston.org,Rev,Richard B Harris,
Christ the King Presbyterian Church,Houston,TX,United States ,713-892-5464,info@christtheking.com,www.christtheking.com,Rev,John Trapp ,
Cornerstone Houston,Houston,TX,United States ,713-703-0831,info@cornerstonehouston.com,www.cornerstonehouston.com,Rev,Jonathan Blake Arnoult ,
Covenant Presbyterian Church,Houston,TX,United States ,281-870-0349,covenantoffice@sbcglobal.net,www.covenantpca.org,Rev,Luis Veiga ,
Joyful Community Church of Texas,Houston,TX,United States ,443-857-0129,joyfulpca@gmail.com,joyfulpca.org,Rev,Sungho Kim ,
Korean Faith Presbyterian Church of Houston,Houston,TX,United States ,832-264-9566,lee1954us@yahoo.com; inseunglee1954@gmail.com,www.kfpch.org,Rev,Jeremiah Hyun Jin Kim ,
Korean Presbyterian Church of Houston,Houston,TX,United States ,713-973-1123,daehan718@gmail.com,-,Rev,Jeong Ho Kim ,
Oaklawn Presbyterian Church,Houston,TX,United States ,713-921-5635,oaklawnpresbyterian@gmail.com,oaklawnreformed.org,-, ,
Southwest Presbyterian Church,Houston,TX,United States ,713-432-0040,swpresbyterian@gmail.com,swpres.org,Rev,David L Wakeland,
Ye Won Mission Church,Houston,TX,United States ,832-744-4557,pascalsong37@yahoo.com,-,Rev,Jin Yong Song ,
